Topic,Count,Name,Representation,Representative_Docs
103,22,103_breaking_advokasi_menempuh_ap,"['breaking', 'advokasi', 'menempuh', 'ap', 'news', 'pimpinan', 'lbh', 'menetapkan', 'jalur', 'menyatakan']","['breaking news lembaga bantuan hukum advokasi publik lbh ap pimpinan pusat menyatakan siap menempuh jalur hukum jika presiden ri prabowo subianto tidak segera menetapkan status bencana nasional atas peristiwa banjir bandang dan tanah longsor di wilayah', 'breaking news lembaga bantuan hukum advokasi publik lbh ap pimpinan pusat menyatakan siap menempuh jalur hukum jika presiden ri prabowo subianto tidak segera menetapkan status bencana nasional atas peristiwa banjir bandang dan tanah longsor di wilayah', 'breaking news lembaga bantuan hukum advokasi publik lbh ap pimpinan pusat menyatakan siap menempuh jalur hukum jika presiden ri prabowo subianto tidak segera menetapkan status bencana nasional atas peristiwa banjir bandang dan tanah longsor di wilayah']"
104,22,104_irak_eksternal_kelen_polandia,"['irak', 'eksternal', 'kelen', 'polandia', 'mrpresiden', 'wartawan', 'militer', 'ideologis', 'indon', 'ruang']","['komposisi kader pdip andai capres nya menang menkoeko eksternal menkopolhukam edy rahmayadiorang eksternalafiliasi menko pmk eksternal mendagri ganjar menlu salah satu wamenlupaman nya pemain timnas eksternal menkumham henry yoso', 'slm sy bkerja di eo kepresidenan jkw sllu mnghindar sesi bilateral menolak interview dg wartawan asing sekalinya intrview wartawan hrs dbriefing pertanyaan shg pihak protokoler dan kemenlu dpt menyiapkan jawaban utk jkw jd jgn bilang dia hebat kl smua settingan', 'pejabat indon sengaja ngebiarin amp gk menetapkan bencana nasional biar gk ngeluarin duit lbh amp berharap bantuan internasional tnp hrus ngasih tau scr resmi emg bgsd kelen pejabat indon ketika butuh suara ampe pelosok negeri kelen datangi giliran mrk butuh bantuan kalian diamkan']"
105,22,105_akad_kritikkritik_seakanakan_subsidi,"['akad', 'kritikkritik', 'seakanakan', 'subsidi', 'bravo', 'massal', 'seakan', 'hadir', 'ribu', 'terlihat']","['kegiatan akad massal ribu rumah subsidi hari sabtu lalu di serang banten di sini terlihat kalau menlu ri hadir seakan menjawab kritikkritik di luar sana bahwa seakanakan menlu ri tidak hadir dan bekerja bravo', 'kegiatan akad massal ribu rumah subsidi hari sabtu lalu di serang banten di sini terlihat kalau menlu ri hadir seakan menjawab kritikkritik di luar sana bahwa seakanakan menlu ri tidak hadir dan bekerja bravo', 'kegiatan akad massal ribu rumah subsidi hari sabtu lalu di serang banten di sini terlihat kalau menlu ri hadir seakan menjawab kritikkritik di luar sana bahwa seakanakan menlu ri tidak hadir dan bekerja bravo']"
106,21,106_akad_kritikkritik_seakanakan_subsidi,"['akad', 'kritikkritik', 'seakanakan', 'subsidi', 'bravo', 'massal', 'seakan', 'hadir', 'ribu', 'terlihat']","['kegiatan akad massal ribu rumah subsidi hari sabtu lalu di serang banten di sini terlihat kalau menlu ri hadir seakan menjawab kritikkritik di luar sana bahwa seakanakan menlu ri tidak hadir dan bekerja bravo', 'kegiatan akad massal ribu rumah subsidi hari sabtu lalu di serang banten di sini terlihat kalau menlu ri hadir seakan menjawab kritikkritik di luar sana bahwa seakanakan menlu ri tidak hadir dan bekerja bravo', 'kegiatan akad massal ribu rumah subsidi hari sabtu lalu di serang banten di sini terlihat kalau menlu ri hadir seakan menjawab kritikkritik di luar sana bahwa seakanakan menlu ri tidak hadir dan bekerja bravo']"
107,21,107_menawarkan_dihubungi_disampaikannya_mengaku,"['menawarkan', 'dihubungi', 'disampaikannya', 'mengaku', 'sumatera', 'paripurna', 'sidang', 'istana', 'bandang', 'barat']","['presiden prabowo subianto mengaku dihubungi oleh banyak kepala negara yang menawarkan bantuan untuk penanganan bencana banjir bandang dan tanah longsor di aceh sumatera utara dan sumatera barat pernyataan itu disampaikannya dalam sidang kabinet paripurna di istana negara', 'presiden prabowo subianto mengaku dihubungi oleh banyak kepala negara yang menawarkan bantuan untuk penanganan bencana banjir bandang dan tanah longsor di aceh sumatera utara dan sumatera barat pernyataan itu disampaikannya dalam sidang kabinet paripurna di istana negara', 'presiden prabowo subianto mengaku dihubungi oleh banyak kepala negara yang menawarkan bantuan untuk penanganan bencana banjir bandang dan tanah longsor di aceh sumatera utara dan sumatera barat pernyataan itu disampaikannya dalam sidang kabinet paripurna di istana negara']"
108,21,108_kenyataan_kenyataannya_tanzania_sosmed,"['kenyataan', 'kenyataannya', 'tanzania', 'sosmed', 'masih', 'uganda', 'kenyal', 'klo', 'bisa', 'kenyang']","['sebagai pendukung beliau dlu gw berharap blio bisa menjadi presiden namun negara ini sdh dikuasai oleh wowo dan anteknya jdi kesempatan org baik ini terjegal seandainya ada revolusi dari rakyat harapan gw bisa jd kenyataan', 'bu zmn beliau presiden tiap pagi kami sekeluarga sarapan nasi goreng nasinya sisa kemarin rasanya kenyal gimana gitu sayang klo dibuang kata ibu saya maklum ga ada kulkas atau mac jigger tapi ibu saya luar biasa nasi kenyal dg aroma khas itu sgt nikmat dg kerupuk tq pak harto', 'gibi nih punya presiden gak bisa main hape kudet sama teknologi sosmed aja harus ajudan yang pegang berita sosmed kudu sama si teddy yang kasih tau wawlahi gw tiap kali buka instagram kenyataannya gak kayak fotofoto media presiden capek gw ngelaknat pemerintah melulu']"
109,21,109_pengen_kowi_juta_iq,"['pengen', 'kowi', 'juta', 'iq', 'pendukung', 'publik', 'pelaku', 'kawasan', 'pencitraan', 'dll']","['auriga amp walhi mengatakan selama tahun periode sby berkuasa menyerahkan juta hektar kawasan hutan untuk hph logging kepada korporasi serta juta hektar kawasan hutan untuk dijadikan hti kebun kayu faktanya pada akhir tahun saat presiden sby baru memulai', 'calon kapolri maupun kapolda hrs melewati uji publik caloncalon kapolri yg akn dipilih amp ditetapkn presiden diumumkan ke publik utk ditanggapi publik atas karakterkepribadiannya jujur adil bersih dr korupsi rekam jejak kberhasiln ats jbatan yg pernah diemban', 'presiden lambang negara apalah susahnya jokowi menunjukan ijazahnya kmrn dia riding pakai motor suratnya lengkap dibawa nya sim ktp stnk helm giliran ditanya ijazah banyak ngeles sewa buzzer pengacara preman dll kowi kowi taubatlah']"
110,21,110_lu_dikritik_bayangin_seperti,"['lu', 'dikritik', 'bayangin', 'seperti', 'akan', 'apa', 'seorang', 'lakukan', 'terus', 'menlu']","['bayangin lu seorang menlu terus dikritik seperti ini apa yang akan lu lakukan', 'bayangin lu seorang menlu terus dikritik seperti ini apa yang akan lu lakukan', 'bayangin lu seorang menlu terus dikritik seperti ini apa yang akan lu lakukan']"
111,20,111_pasca_pulihkan_bangkit_infrastruktur,"['pasca', 'pulihkan', 'bangkit', 'infrastruktur', 'akses', 'bencana', 'kunci', 'bergerak', 'masyarakat', 'demi']","['ketika akses terbuka harapan ikut menyala prabowo pulihkan infrastruktur agar ekonomi warga kembali bergerak dan bangkit pasca bencana', 'prabowo pulihkan infrastruktur di banyak titik terdampak bencana karena akses jalan adalah kunci masyarakat bangkit pasca bencana', 'prabowo pulihkan infrastruktur lewat percepatan akses darurat agar masyarakat bangkit pasca bencana']"
112,20,112_sumatra_hunian_pembangunan_korban,"['sumatra', 'hunian', 'pembangunan', 'korban', 'tetap', 'terdampak', 'warga', 'huniankorbanbencana', 'sementara', 'memulihkan']","['pembangunan hunian sementara dan hunian tetap untuk seluruh warga terdampak bencana di sumatra presiden ingin secepat mungkin segera selesai terbangun jelasnya', 'dalam rangka pemulihan bencana presiden prabowo secara tegas mendesak pembangunan hunian sementara dan hunian tetap bagi seluruh warga di sumatra dipercepat secepatnya huniankorbanbencana memulihkan warga terdampak', 'presiden prabowo subianto secara tegas mendesak pembangunan hunian sementara dan hunian tetap bagi seluruh warga di sumatra agar dipercepat huniankorbanbencana memulihkan warga terdampak']"
113,20,113_beradab_nicolas_mengecam_keluarkan,"['beradab', 'nicolas', 'mengecam', 'keluarkan', 'sebagian', 'maduro', 'bangsa', 'besar', 'menculik', 'pemimpin']","['sebagian besar pemimpin bangsa beradab sudah keluarkan pernyataan mengecam presiden as trump karena menculik presiden venezuela nicolas maduro presiden indonesia', 'sebagian besar pemimpin bangsa beradab sudah keluarkan pernyataan mengecam presiden as trump karena menculik presiden venezuela nicolas maduro presiden indonesia', 'sebagian besar pemimpin bangsa beradab sudah keluarkan pernyataan mengecam presiden as trump karena menculik presiden venezuela nicolas maduro presiden indonesia']"
114,19,114_terisolasi_meriah_zonauang_takengon,"['terisolasi', 'meriah', 'zonauang', 'takengon', 'bener', 'amp', 'juga', 'capek', 'riba', 'yixing']","['mantap daerahdaerah yang sempet terisolasi kayak takengon amp bener meriah itu udah mulai dibuka aksesnya lho presiden prabowo apresiasi banget kerja keras petugas di lapangan yang udah matimatian buka jalan salut aceh tamiang juga udah nyambung zonauang', 'presiden prabowo tinjau takengon amp bener meriah yang sempat terisolasi kerennya upaya pembukaan akses jalan terus digenjot maksimal petugas jembatan di bener meriah udah berfungsi jalur ke aceh tamiang pun kini sudah tembus jadi bantuan bisa zonauang', 'nggak cuma itu akses jalan ke daerah terisolasi kayak takengon amp bener meriah juga lagi digeber biar cepet kebuka lagi presiden prabowo bahkan ngecek sendiri proses pembukaan akses ini biar warga di sana nggak makin terisolasi jalan ke aceh zonauang']"
115,19,115_layaknya_inkompetensi_dino_betapa,"['layaknya', 'inkompetensi', 'dino', 'betapa', 'kompeten', 'ham', 'sedang', 'menjawab', 'anda', 'malah']","['pak dino sedang mengkritik inkompetensi menlu terus anda malah menjawab dengan menunjukkan betapa tidak kompeten dan layaknya seorang menteri ham', 'pak dino sedang mengkritik inkompetensi menlu terus anda malah menjawab dengan menunjukkan betapa tidak kompeten dan layaknya seorang menteri ham', 'pak dino sedang mengkritik inkompetensi menlu terus anda malah menjawab dengan menunjukkan betapa tidak kompeten dan layaknya seorang menteri ham']"
116,19,116_bwat_babu_tuan_beres,"['bwat', 'babu', 'tuan', 'beres', 'kirim', 'kuasa', 'punya', 'perintahkan', 'alat', 'tongkat']","['tuan presiden memang gak punya tongkat tapi kan punya kuasa bwat perintahkan semua babu nya bwat segera kirim ratusan alat berat bwat beres pasca bencana', 'tuan presiden memang gak punya tongkat tapi kan punya kuasa bwat perintahkan semua babu nya bwat segera kirim ratusan alat berat bwat beres pasca bencana', 'tuan presiden memang gak punya tongkat tapi kan punya kuasa bwat perintahkan semua babu nya bwat segera kirim ratusan alat berat bwat beres pasca bencana']"
117,18,117_purn_tni_hor_jenderal,"['purn', 'tni', 'hor', 'jenderal', 'lettu', 'letjen', 'menkopolkam', 'djamari', 'chaniago', 'sjamsoeddin']","['jabatan penting negara saat ini presiden ri jenderal tni hor purn prabowo seskab letkol tni teddy menkopolkam letjen tni purn djamari chaniago menhan jenderal tni hor purn sjafrie sjamsoeddin menlu lettu tni soegiono menko bidang infrastruktur dan pembangunan', 'jabatan penting negara saat ini presiden ri jenderal tni hor purn prabowo seskab letkol tni teddy menkopolkam letjen tni purn djamari chaniago menhan jenderal tni hor purn sjafrie sjamsoeddin menlu lettu tni soegiono menko bidang infrastruktur dan pembangunan', 'jabatan penting negara saat ini presiden ri jenderal tni hor purn prabowo seskab letkol tni teddy menkopolkam letjen tni purn djamari chaniago menhan jenderal tni hor purn sjafrie sjamsoeddin menlu lettu tni soegiono menko bidang infrastruktur dan pembangunan']"
118,18,118_diplomat_diplomatik_seorg_kemenlu,"['diplomat', 'diplomatik', 'seorg', 'kemenlu', 'hubungan', 'menlu', 'bersaudara', 'chinarusia', 'bawain', 'corong']","['diplomat tuh corong pemrenta kak apalagi kan menlu nya bkn diplomat karir tp org kepercayaan onoh jadiya ga bisa diarepin pun', 'jokowi yg ktnya gk pinter aja ttp menempatkan seorg diplomat sbg menlu krn dia tau pentingnya pengetahuan diplomatik seorg menlu prabowo malah nunjuk seorg disertir tentara yg tahunan wara wiri jd pengawal dia bawain handuk kecil basah utk menyeka mukanya utk jd menlu', 'diplomat kosaku kuroda ini influence terbesar memutuskan untuk mau menjadi diplomat ambil s ilmu politik belajar dan cari cara buat bisa lolos cpns kemenlu tapi gagal biasalah karena brokenheart dan losing muse and motivation to reach that dream again']"
119,18,119_papua_diluncurkan_bergerakuntukpapua_enam,"['papua', 'diluncurkan', 'bergerakuntukpapua', 'enam', 'mbg', 'taiwan', 'khususnya', 'timur', 'papuabarat', 'smasmk']","['program mbg presiden prabowo harus sampai ke papua t komisi xiii dpr ri benar prioritaskan siswa tksma di enam provinsi papua kurangi stunting bangun generasi emas dukung terus', 'presiden indonesia akan selalu menjadikan papua sebagai prioritas dan akan terus membantu masyarakat papua karena papua merupakan bagian penting indonesia dari timur kemajuan menggema bergerakuntukpapua', 'presiden indonesia akan selalu menjadikan papua sebagai prioritas dan akan terus membantu masyarakat papua karena papua merupakan bagian penting indonesia dari timur kemajuan menggema bergerakuntukpapua']"
120,18,120_cair_semuatanganibencana_provinsi_rp,"['cair', 'semuatanganibencana', 'provinsi', 'rp', 'bantuan', 'sudah', 'miliar', 'kota', 'kabupaten', 'dapat']","['bantuan presiden sudah cair provinsi dapat rp m kabupaten kota rp miliar semuatanganibencana', 'bantuan presiden sudah cair provinsi dapat m kabupaten kota dapat m semuatanganibencana', 'bantuan presiden sudah cair provinsi dapat m kabupaten dapat m semuatanganibencana']"
121,17,121_more_cosplay_cc_thank,"['more', 'cosplay', 'cc', 'thank', 'amiin', 'you', 'nah', 'abs', 'itu', '']","['cc', 'thank you', 'more cosplay']"
122,17,122_chef_hello_sesi_toilet,"['chef', 'hello', 'sesi', 'toilet', 'zonauang', 'pengungsi', 'air', 'bersih', 'portabel', 'memerintahkan']","['presiden prabowo subianto memerintahkan jajaran menterinya untuk memastikan kebutuhan seluruh pengungsi bencana banjir bandang dan longsor di sumatera terpenuhi terutama untuk air bersih dan toilet portabel', 'presiden prabowo tinjau korban terdampak bencana banjir di posko pengungsian man langkat hello chef sesi zonauang', 'presiden prabowo tinjau kondisi pengungsi banjir di man langkat hello chef sesi zonauang']"
123,17,123_menangkap_pengadilan_membawanya_mengadilinya,"['menangkap', 'pengadilan', 'membawanya', 'mengadilinya', 'netanyahu', 'operasi', 'mengapa', 'terpilih', 'nicols', 'israel']","['jika as dapat melakukan operasi di venezuela untuk menangkap nicols maduro seorang presiden terpilih amp mengadilinya di pengadilan amerika lalu mengapa tidak mungkin untuk menangkap netanyahu dari israel dan membawanya ke pengadilan internasional', 'jika as dapat melakukan operasi di venezuela untuk menangkap nicols maduro seorang presiden terpilih amp mengadilinya di pengadilan amerika lalu mengapa tidak mungkin untuk menangkap netanyahu dari israel dan membawanya ke pengadilan internasional', 'jika as dapat melakukan operasi di venezuela untuk menangkap nicols maduro seorang presiden terpilih amp mengadilinya di pengadilan amerika lalu mengapa tidak mungkin untuk menangkap netanyahu dari israel dan membawanya ke pengadilan internasional']"
124,17,124_pusat_pulihkan_pasca_bangkit,"['pusat', 'pulihkan', 'pasca', 'bangkit', 'dukungan', 'infrastruktur', 'pemerintah', 'penuh', 'darurat', 'prabowo']","['presiden prabowo berdiskusi dengan jajaran pemerintah mempercepat akses darurat demi mobilitas rakyat prabowo pulihkan infrastruktur sebagai langkah bangkit pasca bencana dengan dukungan penuh pemerintah pusat', 'pemerintah pusat di bawah arahan presiden prabowo prabowo pulihkan infrastruktur demi bangkit pasca bencana', 'pemerintah pusat memberi dukungan penuh sesuai arahan presiden prabowo prabowo pulihkan infrastruktur agar daerah terdampak bangkit pasca bencana']"
125,16,125_diarak_memindahkan_provokatif_van,"['diarak', 'memindahkan', 'provokatif', 'van', 'menginjakinjak', 'unjuk', 'york', 'biadab', 'jalanan', 'new']","['biadab menginjakinjak harga diri pemimpin suatu negara presiden venezuela diarak di jalan raya as dalam sebuah unjuk kekuatan yang provokatif pasukan amerika serikat yang bersenjata lengkap terlihat memindahkan nicols maduro melalui jalanan new york dengan pintu van', 'biadab menginjakinjak harga diri pemimpin suatu negara presiden venezuela diarak di jalan raya as dalam sebuah unjuk kekuatan yang provokatif pasukan amerika serikat yang bersenjata lengkap terlihat memindahkan nicols maduro melalui jalanan new york dengan pintu van', 'biadab menginjakinjak harga diri pemimpin suatu negara presiden venezuela diarak di jalan raya as dalam sebuah unjuk kekuatan yang provokatif pasukan amerika serikat yang bersenjata lengkap terlihat memindahkan nicols maduro melalui jalanan new york dengan pintu van']"
126,16,126_palestina_gaza_perdamaian_israel,"['palestina', 'gaza', 'perdamaian', 'israel', 'solidaritas', 'turki', 'inidiplomasi', 'kabinetmerahputih', 'walk', 'uin']","['di tingkat regional dan global kami berdiskusi tentang perkembangan di palestina serta langkah bersama proses rekonstruksi dan pengiriman bantuan kemanusiaan ke gaza siprus manamadialogue inidiplomasi anismatta kemlu kemenlu palestina cepa kabinetmerahputih', 'dari narasi awal konflik palestina vs israel menjadi isu islam melawan zionisme israel dan saat ini narasi mendukung kemerdekaan palestina telah menjadi isu kemanusiaan melawan antikemanusiaan palestina inidiplomasi kemlu kemenlu kabinetmerahputih uinalaudinmakassar', 'menteri luar negeri menlu sugiono menyampaikan bahwa indonesia terus melakukan koordinasi dengan negaranegara di sekitar palestina khususnya yordania terkait dengan rencana pengiriman pasukan perdamaian ke gaza palestina kita akan terus melakukan koordinasi dengan']"
127,16,127_republik_subianto_indonesia_bekasi,"['republik', 'subianto', 'indonesia', 'bekasi', 'putih', 'normal', 'merah', 'idola', 'kejaksaan', 'bogor']","['presiden republik indonesia prabowo subianto menggelar pertemuan dengan sejumlah menteri kabinet merah putih di kediaman pribadinya di hambalang jawa barat minggu', 'presiden republik indonesia prabowo subianto menargetkan pemulihan aliran listrik dapat kembali normal persen secepatnya di seluruh wilayah terdampak bencana banjir bandang di sumatera presiden prabowosubianto listrik aceh idola smg indonesia', 'presiden republik indonesia prabowo subianto menargetkan pemulihan aliran listrik dapat kembali normal persen secepatnya di seluruh wilayah terdampak bencana banjir bandang di sumatera presiden prabowosubianto listrik aceh idola smg indonesia']"
128,15,128_tertukar_sapa_pemberontakan_pening,"['tertukar', 'sapa', 'pemberontakan', 'pening', 'biasa', 'snow', 'yang', 'tersandera', 'please', 'tarakarta']","['betul presiden yang tertukar', 'presiden yg tertukar', 'presiden yg tertukar']"
129,15,129_video_ngoceh_dlm_suatu,"['video', 'ngoceh', 'dlm', 'suatu', 'dr', 'masalah', 'pembuat', 'pmbuat', 'pjbat', 'penyampai']","['nkri ada dlm rongrongan bkn cuma pki nmn rongrongan dr bekas penjajah nkri australia mengapa bin amp bais jg kemenlu diam apalagi yg kerjanya cuma bikin uu menyengsarakan rakyat sadarkah pa lihat video kucing mujair tiktok', 'terlihat dlm video ini dia berperan sbg seorang pejabat yg punya kompetensi menilai suatu masalah dlm tata kelola pemerintahan pdhal tupoksinya adalah sbg penyampai pesan dr presiden kpd rakyat bukan pjbat pmbuat analisis atas suatu kebijakan atau pembuat opini', 'terlihat dlm video ini dia berperan sbg seorang pejabat yg punya kompetensi menilai suatu masalah dlm tata kelola pemerintahan pdhal tupoksinya adalah sbg penyampai pesan dr presiden kpd rakyat bukan pjbat pmbuat analisis atas suatu kebijakan atau pembuat opini']"
130,15,130_konsesi_gajah_lahan_konservasi,"['konsesi', 'gajah', 'lahan', 'konservasi', 'seluas', 'tusam', 'miliknya', 'hutani', 'berasal', 'lestari']","['presiden prabowo subianto menyerahkan konsesi lahan seluas hektar di aceh untuk program konservasi gajah lahan itu berasal dari konsesi miliknya melalui pt tusam hutani lestari baca di prabowosubianto aceh gajah', 'presiden prabowo subianto menyerahkan konsesi lahan seluas hektar di aceh untuk program konservasi gajah lahan itu berasal dari konsesi miliknya melalui pt tusam hutani lestari baca di prabowosubianto aceh gajah', 'presiden prabowo subianto menyerahkan konsesi lahan seluas hektar di aceh untuk program konservasi gajah lahan itu berasal dari konsesi miliknya melalui pt tusam hutani lestari baca di prabowosubianto aceh gajah']"
131,15,131_program_mbg_dakwah_junior,"['program', 'mbg', 'dakwah', 'junior', 'proyek', 'sehatbersama', 'pemeriksaangratis', 'quick', 'indonesiapeduli', 'kesehatanuntuksemua']","['bupati adalah conductor dan arranger program mbg di daerah lumajang selama ini kepala daerah seolaholah hanya menjadi penonton dalam pelaksanaan program makan bergizi gratis mbg namun setelah keputusan presiden keppres nomor tahun tentang tim koordinas antar', 'program cek kesehatan gratis ini merupakan salah satu program quick win presiden prabowo subianto yang menyasar juta masyarakat sehatbersama kesehatanuntuksemua indonesiapeduli pemeriksaangratis', 'program cek kesehatan gratis ini merupakan salah satu program quick win presiden prabowo subianto yang menyasar juta masyarakat sehatbersama kesehatanuntuksemua indonesiapeduli pemeriksaangratis']"
132,15,132_perkara_metro_polda_jaya,"['perkara', 'metro', 'polda', 'jaya', 'ijazah', 'khusus', 'joko', 'widodo', 'gelar', 'palsu']","['sudah berlangsung selama jam gelar perkara khusus kasus dugaan ijazah palsu presiden ke ri joko widodo yang digelar polda metro jaya atas permintaan roy suryo cs senin fae', 'kuasa hukum roy suryo cs menegaskan akan menyoroti sejumlah aspek dalam gelar perkara khusus terkait kasus dugaan ijazah palsu presiden ke ri joko widodo yang digelar di polda metro jaya senin baca di sini ta roysuryo ijazah jokowi', 'polda metro jaya menjadwalkan gelar perkara khusus terkait kasus tudingan ijazah palsu presiden ke ri joko widodo pada senin desember pihak joko widodo menyatakan siap menghadiri gelar perkara khusus tersebut sesuai undangan dari polda metro jaya kuasa hukum']"
133,14,133_donald_trump_thailand_ukraina,"['donald', 'trump', 'thailand', 'ukraina', 'kemboja', 'syarikat', 'konflik', 'bangkok', 'dakwaan', 'perang']","['presiden trump tegaskan penanganan konflik ukraina butuh keseriusan ekstrem setiap langkah yang mainmain berpotensi memicu perang dunia ketiga baca detail peringatan trump narayapost trump ukraina perangdunia geopolitik', 'phnompenh kemboja menutup semua lintasan sempadannya dengan thailand semalam selepas bangkok menafikan dakwaan presiden amerika syarikat as donald trump bahawa satu gencatan senjata sudah dipersetujui', 'konflik thailandkemboja kemboja menutup semua pintu lintasan sempadannya dengan thailand selepas bangkok menafikan dakwaan presiden amerika syarikat as donald trump bahawa satu gencatan senjata telah dipersetujui buletintv sempadanditutup kembojathailand']"
134,14,134_china_jepang_ketegangan_taiwan,"['china', 'jepang', 'ketegangan', 'taiwan', 'memicu', 'pbb', 'luhut', 'asiatimur', 'indonesiaupdate', 'beijing']","['sebagian orang menduga pembatalan ini berkaitan dengan meningkatnya ketegangan hubungan jepang china terutama setelah pernyataan pm jepang sanae takaichi mengenai isu taiwan yang memicu reaksi keras dari pihak china', 'menlu china menilai pernyataan pm jepang sudah melewati batas memicu ketegangan baru di asia timur narayapost china jepang geopolitik asiatimur isuglobal diplomasi beritaterkini indonesiaupdate', 'menlu china menilai pernyataan pm jepang sudah melewati batas memicu ketegangan baru di asia timur narayapost china jepang geopolitik asiatimur isuglobal diplomasi beritaterkini indonesiaupdate']"
135,14,135_foto_louvre_namtan_museum,"['foto', 'louvre', 'namtan', 'museum', 'becak', 'sumatera', 'chindo', 'disembunyiin', 'fotomaulana', 'dokumentasi']","['ribuan pengunjung kecewa usai museum louvre paris perancis tutup pada senin penutupan museum louvre ini imbas aksi mogok kerja para pegawainya dikutip dari afp senin mereka menuntut penambahan staf louvre paris', 'namanya jg presiden npd dateng ke lokasi foto foto ngomong ngalur ngidul abis itu pulang yg penting udh ada dokumentasi', 'sepertinya udah menjalar ke yang lain model begini modal foto doang kerja abis foto tidur lagi atau ngeluyur']"
136,14,136_games_sea_atlet_menpora,"['games', 'sea', 'atlet', 'menpora', 'medali', 'bonus', 'erick', 'emas', 'miliar', 'thailand']","['menpora erick menegaskan bonus rp miliar di sea games bukan sekadar angka tapi bentuk dukungan serius presiden prabowo ke atlet nasional berita menpora olahragaindonesia seagames', 'bonus rp miliar untuk atlet sea games disebut menpora erick thohir sebagai bukti nyata komitmen presiden prabowo mendukung olahraga indonesia berita menpora erickthohir seagames', 'prestasi gemilang sea games atlet indonesia dapat bonus fantastis presiden prabowo turut menyampaikan rasa bangga dan salam kepada seluruh atlet sea games']"
137,14,137_kuripan_polsek_bhabinkamtibmas_monitoring,"['kuripan', 'polsek', 'bhabinkamtibmas', 'monitoring', 'tanaman', 'albarokah', 'tani', 'aipda', 'briptu', 'hidayat']","['dukung asta cita presiden ri bhabinkamtibmas polsek kuripan aipda wawan adi dan briptu m nur hidayat bersama kelompok tani albarokah melaksanakan monitoring pertumbuhan tanaman jagung di desa jatisari kec kuripan kabupaten probolinggo sebagai wujud ketahanan pangan', 'dukung asta cita presiden ri bhabinkamtibmas polsek kuripan aipda wawan adi dan briptu m nur hidayat bersama kelompok tani albarokah melaksanakan monitoring pertumbuhan tanaman jagung di desa jatisari kec kuripan kabupaten probolinggo sebagai wujud ketahanan pangan', 'dukung asta cita presiden ri bhabinkamtibmas polsek kuripan aipda wawan adi dan briptu m nur hidayat bersama kelompok tani albarokah melaksanakan monitoring pertumbuhan tanaman jagung di desa jatisari kec kuripan kabupaten probolinggo sebagai wujud ketahanan pangan']"
138,13,138_layaknya_inkompetensi_dino_betapa,"['layaknya', 'inkompetensi', 'dino', 'betapa', 'kompeten', 'ham', 'sedang', 'menjawab', 'anda', 'malah']","['pak dino sedang mengkritik inkompetensi menlu terus anda malah menjawab dengan menunjukkan betapa tidak kompeten dan layaknya seorang menteri ham', 'pak dino sedang mengkritik inkompetensi menlu terus anda malah menjawab dengan menunjukkan betapa tidak kompeten dan layaknya seorang menteri ham', 'pak dino sedang mengkritik inkompetensi menlu terus anda malah menjawab dengan menunjukkan betapa tidak kompeten dan layaknya seorang menteri ham']"
139,13,139_punya_gini_intrumen_ditaruh,"['punya', 'gini', 'intrumen', 'ditaruh', 'kapori', 'dilawanresiko', 'mendongeng', 'meong', 'silit', 'play']","['punya presiden otaknya ditaruh di silit gini deh jadinya', 'hebatnya kapori mk pun dilawanresiko punya presiden macan meong', 'punya presiden gini banget']"
140,13,140_produkproduk_tkdn_sepakat_hapus,"['produkproduk', 'tkdn', 'sepakat', 'hapus', 'syarat', 'trump', 'dengan', 'as', 'produk', 'ngajak']","['sepakat dengan trump prabowo hapus syarat tkdn produkproduk as', 'sepakat dengan trump prabowo hapus syarat tkdn produkproduk as', 'sepakat dengan trump prabowo hapus syarat tkdn produkproduk as']"
141,13,141_bank_alumni_profesor_universitas,"['bank', 'alumni', 'profesor', 'universitas', 'pendiri', 'hr', 'pernah', 'nusantara', 'ahli', 'contoh']","['kenapa ya orang yang pernah jadi petinggi militer pernah menculik tapi tidak pernah diproses hukum pernah jadi menantu presiden bahkan bapaknya adalah seorang profesor ekonomi kakeknya pendiri bank bumn punya kecenderungan untuk merasa dirinya yang paling penting', 'yayasan bank rakyat ybr hadir pada majlis makan malam alumni mcoba yang menghimpunkan barisan kepimpinan berprestij termasuk presiden alumni tunku khurshiah college tkc oga datuk dr hafsah hashim dan', 'mungkin karena latar belakang keluarga bergengsi seperti ayah profesor ekonomi dan kakek pendiri bank bumn karir militer tinggi serta hubungan dengan presiden membuat seseorang merasa punya peran krusial studi psikologi menunjukkan privilege sering ciptakan rasa berhak dan']"
142,13,142_nguji_ngajarin_kesabaran_sabar,"['nguji', 'ngajarin', 'kesabaran', 'sabar', 'usah', 'wni', 'gw', 'nih', 'banget', 'ga']","['ga usah ngajarin gw sabar jadi wni aja udah nguji kesabaran banget nih', 'ga usah ngajarin gw sabar jadi wni aja udah nguji kesabaran banget nih', 'ga usah ngajarin gw sabar jadi wni aja udah nguji kesabaran banget nih']"
